#,timestamp,tx,ty,tz,qx,qy,qz,qw
1544591785.16304,-6.3486021549,9.4752852913,0,0,0,0.9438224727,0.3304529315,
1544591785.71571,-6.5608144527,9.6453984674,0,0,0,0.9416947464,0.3364684304,
1544591786.26848,-6.7779755708,9.813389404,0,0,0,0.947888007,0.3186037134,
1544591786.90125,-7.0365869725,9.9896667236,0,0,0,0.9577535761,0.2875901381,
1544591787.53372,-7.3127394355,10.1420786996,0,0,0,0.967583141,0.2525526978,
1544591788.40598,-7.5918458162,10.2800905702,0,0,0,0.9722986223,0.2337421421,
1544591789.67724,-7.8747136395,10.4143107137,0,0,0,0.9674004438,0.2532516166,
1544591796.09526,-7.9244692293,10.4436351637,0,0,0,0.99087634,0.1347741771,
1544591796.48826,-7.926221353,10.4382321098,0,0,0,0.9999412618,0.010838491,
1544591796.80766,-7.9252226869,10.4295262242,0,0,0,-0.9954554958,0.0952279155,
1544591797.1212,-7.9329126705,10.4170830098,0,0,0,-0.9797531776,0.2002091681,
1544591797.44037,-7.9392899885,10.4086542553,0,0,0,-0.9526085195,0.304198962,
1544591797.83325,-7.9811489574,10.3652293924,0,0,0,-0.9069929052,0.4211459011,
1544591798.15262,-8.0267290337,10.2883192536,0,0,0,-0.8573234028,0.5147781882,
1544591798.55208,-8.0893666892,10.1365185197,0,0,0,-0.794048704,0.6078541402,
1544591798.94497,-8.1152863676,9.9591531841,0,0,0,-0.7198724132,0.6941064102,
1544591799.34419,-8.0942207204,9.7778906312,0,0,0,-0.6335829889,0.7736747354,
1544591799.81719,-8.0217029589,9.5628510761,0,0,0,-0.5382105023,0.8428104503,
1544591800.37591,-7.8764307823,9.3225335199,0,0,0,-0.4604065798,0.8877081622,
1544591800.92879,-7.7006375034,9.1017997358,0,0,0,-0.4319671973,0.9018893172,
1544591801.48765,-7.5248127827,8.8848489818,0,0,0,-0.4281398762,0.9037124799,
1544591802.04037,-7.3567995,8.6649295702,0,0,0,-0.4336208892,0.9010954025,
1544591802.59314,-7.1969534131,8.4515937004,0,0,0,-0.4539156227,0.891044672,
1544591803.15201,-7.0288617664,8.2194566902,0,0,0,-0.4619839645,0.8868882774,
1544591803.7048,-6.8870720814,7.9862366366,0,0,0,-0.4872696734,0.8732515476,
1544591804.2576,-6.7367663243,7.740617836,0,0,0,-0.476922819,0.8789451773,
1544591805.68832,-6.5855370323,7.5185158249,0,0,0,-0.5136255571,0.8580144446,
1544591806.24132,-6.4730363615,7.2775487176,0,0,0,-0.5238991202,0.851780319,
1544591806.79391,-6.3485958831,7.0203081667,0,0,0,-0.5241325013,0.8516367307,
1544591807.35316,-6.2205477041,6.7664195371,0,0,0,-0.5187920322,0.854900478,
1544591807.90763,-6.0910479716,6.521018442,0,0,0,-0.5156988863,0.8567698983,
1544591808.45849,-5.9548497521,6.2811979708,0,0,0,-0.5109332013,0.8596204185,
1544591809.01115,-5.8126418105,6.0385930823,0,0,0,-0.5095863214,0.8604195378,
1544591809.72984,-5.6808210075,5.7962124787,0,0,0,-0.5140367424,0.8577681665,
1544591810.68314,-5.5507967691,5.5438945203,0,0,0,-0.5205169753,0.853851321,
1544591811.23427,-5.4272525127,5.3027744775,0,0,0,-0.5228637229,0.8524162875,
1544591811.78729,-5.3034025785,5.0513280997,0,0,0,-0.5205081153,0.8538567221,
1544591812.34632,-5.1723135684,4.8036876056,0,0,0,-0.5127447541,0.8585410981,
1544591812.89885,-5.0305757243,4.5597576029,0,0,0,-0.4946809879,0.8690746344,
1544591813.85091,-4.8867401353,4.3347681495,0,0,0,-0.488758732,0.8724189945,
1544591815.59503,-4.8557126638,4.2965942209,0,0,0,-0.5822502372,0.8130096317,
1544591816.0741,-4.852770079,4.292933843,0,0,0,-0.6636310735,0.7480600232,
1544591816.39346,-4.8620404971,4.2898151396,0,0,0,-0.7393639183,0.6733060198,
1544591816.70687,-4.8638481159,4.293360232,0,0,0,-0.8051254629,0.5931045346,
1544591817.10599,-4.8592950213,4.293724983,0,0,0,-0.8594856143,0.5111599347,
1544591817.65865,-4.8599371637,4.29596388,0,0,0,-0.7933365088,0.6087833636,
1544591818.05176,-4.8683206798,4.2515595801,0,0,0,-0.7235032365,0.6903209882,
1544591818.61225,-4.8695575777,4.2410986729,0,0,0,-0.7932313033,0.6089204378,
1544591818.92997,-4.8775551461,4.2392875895,0,0,0,-0.8525709953,0.5226114217,
1544591819.9557,-4.879571495,4.2360222373,0,0,0,-0.7828934734,0.6221557758,
1544591821.06736,-4.8831574974,4.2347512117,0,0,0,-0.8436710583,0.5368604524,
1544591821.69988,-4.8784401821,4.234888771,0,0,0,-0.7823670318,0.6228176519,
1544591822.01316,-4.8785514672,4.2399584464,0,0,0,-0.7137475135,0.7004030889,
1544591822.41245,-4.8744566138,4.2391035927,0,0,0,-0.6295005737,0.7770000178,
1544591822.80539,-4.8743041921,4.241666315,0,0,0,-0.5325845665,0.8463767952,
1544591823.36433,-4.8432549989,4.2014777922,0,0,0,-0.4392640032,0.8983580219,
1544591824.62949,-4.8432590803,4.2011935885,0,0,0,-0.3389997372,0.9407864679,
1544591825.82097,-4.8410518632,4.2070385353,0,0,0,-0.433012897,0.9013877251,
1544591827.95854,-4.8398234541,4.2106011708,0,0,0,-0.3329465311,0.9429457076,
1544591828.99626,-4.8383519061,4.2128895289,0,0,0,-0.43433005,0.9007537997,
1544591830.58098,-4.8110338779,4.1741129234,0,0,0,-0.5374958485,0.8432663949,
1544591830.89395,-4.8120550449,4.1703183787,0,0,0,-0.6227899751,0.7823890636,
1544591831.21346,-4.8104010067,4.1707453012,0,0,0,-0.7026987365,0.7114875162,
1544591831.53264,-4.8070523958,4.1733501011,0,0,0,-0.7736319195,0.6336352682,
1544591831.92743,-4.8230768501,4.1430374733,0,0,0,-0.841714963,0.5399221435,
1544591832.32512,-4.9174092143,3.9869479784,0,0,0,-0.8958869118,0.4442821641,
1544591832.71828,-5.0471521869,3.8594940084,0,0,0,-0.9424977338,0.3342125399,
1544591833.11896,-5.2052205815,3.7616640886,0,0,0,-0.9749030857,0.222629678,
1544591833.59019,-5.415775738,3.6897050423,0,0,0,-0.9923700772,0.1232948901,
1544591834.143,-5.6862333144,3.6343706631,0,0,0,-0.997178024,0.07507322,
1544591834.70204,-5.9572734796,3.5926690512,0,0,0,-0.9974686776,0.0711072234,
1544591835.25456,-6.2250661373,3.5561538877,0,0,0,-0.9971024807,0.0760699872,
1544591835.80748,-6.4979621874,3.5074965795,0,0,0,-0.9954775372,0.0949972264,
1544591836.6796,-6.7637047958,3.4506683338,0,0,0,-0.9926869992,0.1207166996,
1544591838.10442,-6.9819756874,3.3738156399,0,0,0,-0.9690240074,0.2469665426,
1544591838.50351,-6.9813660322,3.3649393183,0,0,0,-0.9308829336,0.3653176205,
1544591839.29597,-6.9789204414,3.3606675568,0,0,0,-0.8871816374,0.4614203531,
1544591844.29038,-6.9743491508,3.3528919615,0,0,0,-0.8244202253,0.5659781728,
1544591844.60242,-6.9710866283,3.3438749969,0,0,0,-0.7595594549,0.650437879,
1544591845.00306,-6.9662132075,3.3385743147,0,0,0,-0.6711857289,0.7412892265,
1544591845.39476,-6.9430361018,3.2370427939,0,0,0,-0.5853144957,0.8108063524,
1544591845.79435,-6.8668989078,3.0691346533,0,0,0,-0.4865498774,0.8736528011,
1544591846.1868,-6.7601767862,2.9463242716,0,0,0,-0.3806435701,0.9247218352,
1544591846.58612,-6.6757309403,2.8871289804,0,0,0,-0.2636504203,0.9646182954,
1544591846.9852,-6.5684884277,2.8401212391,0,0,0,-0.1625846986,0.9866945909,
1544591847.37855,-6.3907319167,2.8031887052,0,0,0,-0.0573743602,0.9983527347,
1544591847.93104,-6.2168545051,2.8077093112,0,0,0,0.0531002244,0.9985891879,
1544591848.88918,-5.9440259115,2.8804589706,0,0,0,0.1248836605,0.9921713921,
1544591849.44213,-5.6767838873,2.9210515748,0,0,0,0.0191294937,0.9998170145,
1544591849.84109,-5.4883843482,2.9046067355,0,0,0,-0.0907714004,0.9958717552,
1544591850.8732,-5.1720570744,2.8214605014,0,0,0,-0.1695596527,0.9855199258,
1544591851.50544,-4.8850440295,2.6929826288,0,0,0,-0.2628480688,0.9648372364,
1544591852.05849,-4.6538988774,2.5375462996,0,0,0,-0.3074843752,0.9515531299,
1544591852.61734,-4.4303673381,2.3704820945,0,0,0,-0.3121374272,0.9500369606,
1544591853.16991,-4.202269683,2.2118093755,0,0,0,-0.3084016018,0.9512562494,
1544591853.72294,-3.9840338065,2.0498833313,0,0,0,-0.3099219342,0.9507620074,
1544591854.28162,-3.7600288596,1.8716087903,0,0,0,-0.3523274653,0.9358767853,
1544591854.83428,-3.5610278505,1.6800712387,0,0,0,-0.4071081825,0.9133799471,
1544591855.39345,-3.3895452518,1.460698881,0,0,0,-0.4706491572,0.8823204468,
1544591855.94593,-3.2576268911,1.2266484938,0,0,0,-0.527690604,0.8494366524,
1544591856.49858,-3.1516313025,0.9707869139,0,0,0,-0.5762260113,0.8172903914,
1544591857.37067,-3.0818601577,0.7061325462,0,0,0,-0.6070296233,0.7946792035,
1544591858.95538,-3.0096716686,0.4813676892,0,0,0,-0.5000724906,0.8659835472,
1544591859.2687,-3.0003643952,0.4907560482,0,0,0,-0.405354748,0.9141594655,
1544591859.58811,-2.9875727626,0.4971241187,0,0,0,-0.3057268662,0.952119259,
1544591859.90142,-2.9823573095,0.4998155245,0,0,0,-0.2050700984,0.9787472885,
1544591860.22083,-2.9689779382,0.505261168,0,0,0,-0.1015233094,0.9948331607,
1544591860.6936,-2.9628338506,0.5147699387,0,0,0,0.0040268278,0.9999918923,
1544591868.70249,-2.6381652961,0.5535134049,0,0,0,0.0208058456,0.999783535,
1544591869.42081,-2.2770628303,0.5462583703,0,0,0,-0.0388715505,0.9992442157,
1544591870.13327,-1.9116061721,0.5230084604,0,0,0,-0.0588268753,0.9982681998,
1544591870.84563,-1.557829312,0.4890617603,0,0,0,-0.057699972,0.9983339688,
1544591871.56055,-1.2017954047,0.4603901478,0,0,0,-0.0467977934,0.9989043831,
1544591872.27077,-0.8500576467,0.4527901833,0,0,0,0.0147957787,0.9998905365,
1544591872.90314,-0.5440621809,0.5004953872,0,0,0,0.0857691235,0.9963150393,
1544591873.53593,-0.2284845149,0.5790331584,0,0,0,0.1263537061,0.9919852524,
1544591874.09478,0.0300449497,0.673464575,0,0,0,0.1654054636,0.9862256499,
1544591875.1204,0.2947845758,0.7810245889,0,0,0,0.1831090713,0.983092604,
1544591876.79087,0.5017559966,0.8662643433,0,0,0,0.0747915804,0.9971991875,
1544591877.58332,0.5040332281,0.8639029518,0,0,0,-0.0323342189,0.9994771124,
1544591881.07233,0.6336293842,0.8347539094,0,0,0,-0.1470672407,0.9891264968,
1544591881.47113,0.8026133658,0.7562046912,0,0,0,-0.2635111208,0.9646563581,
1544591881.94372,0.9766452757,0.6142528265,0,0,0,-0.3707412156,0.9287362118,
1544591882.50307,1.1592029887,0.4031282156,0,0,0,-0.4442691559,0.8958933626,
1544591883.05534,1.3140827275,0.1797460173,0,0,0,-0.468793767,0.8833076497,
1544591883.60816,1.4594578586,-0.0521897904,0,0,0,-0.4731667584,0.880972882,
1544591884.16104,1.6177847491,-0.2845355666,0,0,0,-0.4473771452,0.8943453975,
1544591884.71425,1.7967633367,-0.4939671456,0,0,0,-0.3866077374,0.9222442504,
1544591885.27254,1.9969687962,-0.6752989407,0,0,0,-0.314801609,0.9491574933,
1544591885.82539,2.2297806242,-0.8181225812,0,0,0,-0.230332937,0.9731118837,
1544591886.45797,2.5179404992,-0.9341155976,0,0,0,-0.1243064042,0.9922438802,
1544591887.09668,2.8305383459,-0.969933966,0,0,0,-0.0116670556,0.9999319376,
1544591887.80899,3.1690102816,-0.9411323539,0,0,0,0.089470336,0.9959894874,
1544591888.99447,3.4533059101,-0.8674998375,0,0,0,0.1763950398,0.9843194552,
1544591890.0325,3.5865507698,-0.814094434,0,0,0,0.0678869391,0.9976930207,
1544591890.42587,3.5913483924,-0.8097129217,0,0,0,-0.0469371741,0.9988978435,
1544591891.21784,3.592877714,-0.8138400584,0,0,0,-0.1526605822,0.9882786786,
1544591897.47001,3.5902591968,-0.8118012061,0,0,0,-0.0373696703,0.9993015099,
1544591897.86901,3.5932740441,-0.8041028123,0,0,0,0.083083731,0.9965425699,
1544591898.18244,3.5936524476,-0.7983292631,0,0,0,0.188466804,0.9820795608,
1544591898.58178,3.5941014509,-0.7870550825,0,0,0,0.3078340927,0.9514400514,
1544591898.97617,3.6755970369,-0.7038058511,0,0,0,0.4124943352,0.9109601657,
1544591899.37397,3.7713129567,-0.5534542643,0,0,0,0.5130121696,0.8583813336,
1544591899.767,3.8349834661,-0.3904438597,0,0,0,0.6055559962,0.7958026988,
1544591900.16876,3.8570792153,-0.2095360691,0,0,0,0.6898511349,0.7239512495,
1544591900.5593,3.8367444337,-0.0399292889,0,0,0,0.7631746366,0.6461922887,
1544591900.95867,3.7831265457,0.134536408,0,0,0,0.8281199235,0.560550972,
1544591901.51103,3.6485932342,0.3737459562,0,0,0,0.8874636541,0.4608777091,
1544591902.06393,3.4724318949,0.5924909106,0,0,0,0.9195527639,0.3929665563,
1544591902.62303,3.2596224491,0.7808492426,0,0,0,0.9367461101,0.3500096072,
1544591903.17562,3.0514736912,0.960383651,0,0,0,0.9456634075,0.3251472278,
1544591903.73454,2.8331783946,1.133893213,0,0,0,0.9474791567,0.3198175222,
1544591904.28724,2.6198348927,1.3073439435,0,0,0,0.9471329251,0.3208414283,
1544591904.84015,2.4106529131,1.4781930395,0,0,0,0.9466793224,0.3221773742,
1544591905.39901,2.1952299471,1.6555659579,0,0,0,0.9443296706,0.3290007193,
1544591905.95179,1.9767440686,1.8301621966,0,0,0,0.9398355916,0.3416270785,
1544591906.5045,1.7722472274,2.0162732794,0,0,0,0.9290539012,0.369944386,
1544591907.06356,1.5777069378,2.2170473723,0,0,0,0.9158864113,0.4014375189,
1544591907.6162,1.4010142563,2.4208797161,0,0,0,0.9037842712,0.4279883073,
1544591908.16881,1.2391387562,2.6410456053,0,0,0,0.8890166382,0.4578748923,
1544591908.72165,1.0969036724,2.8679920897,0,0,0,0.8731407781,0.487468134,
1544591909.28056,0.9581810498,3.1168403391,0,0,0,0.8557708431,0.5173550658,
1544591909.83322,0.8405854131,3.3611540525,0,0,0,0.8428372178,0.5381685836,
1544591910.38582,0.7282333759,3.6124805427,0,0,0,0.8405541546,0.5417275267,
1544591911.41771,0.6186518336,3.8540776441,0,0,0,0.8382645522,0.5452637349,
1544591913.4752,0.5380768319,4.0369576018,0,0,0,0.8889093898,0.4580830674,
1544591914.42699,0.3642236373,4.2536957214,0,0,0,0.914254609,0.4051401114,
1544591914.98601,0.1652409529,4.4566145638,0,0,0,0.9267835358,0.3755958969,
1544591915.5388,-0.0470111427,4.6462289624,0,0,0,0.9344445252,0.3561087326,
1544591916.09164,-0.2600714456,4.822305791,0,0,0,0.9365997884,0.3504009652,
1544591916.65059,-0.476460081,5.0042830665,0,0,0,0.9368004361,0.349864178,
1544591917.20468,-0.6829521768,5.1776197432,0,0,0,0.9352435542,0.3540049354,
1544591917.75612,-0.8818839408,5.3609235552,0,0,0,0.9284348947,0.3714951498,
1544591918.31496,-1.0780651315,5.5631661765,0,0,0,0.9165229967,0.3999819953,
1544591918.86756,-1.2723076124,5.7584241019,0,0,0,0.9134414924,0.4069700725,
1544591919.42654,-1.4578232372,5.9601161516,0,0,0,0.9095277385,0.415643228,
1544591919.97921,-1.6368923845,6.1742483948,0,0,0,0.905066937,0.4252691377,
1544591920.53222,-1.8078543312,6.3849217879,0,0,0,0.9036368777,0.42829942,
1544591921.08489,-1.9866453863,6.6000501527,0,0,0,0.9010615284,0.433691275,
1544591921.64386,-2.1749544478,6.8187259802,0,0,0,0.9016558706,0.4324542646,
1544591922.19652,-2.3513659604,7.0291110169,0,0,0,0.9021456964,0.4314315038,
1544591922.74905,-2.5289723814,7.2441759075,0,0,0,0.8999389589,0.436015906,
1544591923.30801,-2.6976507381,7.4565512197,0,0,0,0.8975729019,0.4408660633,
1544591923.86076,-2.8485436072,7.66078587,0,0,0,0.8926520276,0.450746445,
1544591924.89284,-3.0070219837,7.8715665023,0,0,0,0.8917748208,0.452479468,
1544591929.08794,-3.1341124024,8.0159671523,0,0,0,0.9350944849,0.3543985105,
1544591929.64611,-3.3678767607,8.1714662032,0,0,0,0.9632438194,0.2686286364,
1544591930.19915,-3.613085291,8.2950111636,0,0,0,0.973911436,0.2269284356,
1544591930.75176,-3.8694216183,8.406834558,0,0,0,0.9748866664,0.2227015664,
1544591931.31093,-4.1180476098,8.5249439547,0,0,0,0.9739065559,0.2269493783,
1544591931.86361,-4.3595995101,8.6458521738,0,0,0,0.971687935,0.2362679772,
1544591932.41627,-4.6148670288,8.7669285594,0,0,0,0.9724422458,0.2331439011,
1544591932.97512,-4.8708857227,8.8795998195,0,0,0,0.982943815,0.183906108,
1544591933.60769,-5.179303372,8.9692208658,0,0,0,0.9912319623,0.1321332545,
1544591934.24013,-5.4802115133,9.0495688718,0,0,0,0.9900694005,0.1405794514,
1544591934.79927,-5.7524504372,9.1429587511,0,0,0,0.9800977976,0.1985152565,
1544591935.35209,-5.9846947203,9.2680376945,0,0,0,0.9620125232,0.2730053208,
1544591935.99071,-6.2037552115,9.4178754148,0,0,0,0.9459963328,0.3241773254,
1544591936.70305,-6.4289417626,9.5773703951,0,0,0,0.9471065774,0.3209191969,
1544591937.25716,-6.660616475,9.7218118974,0,0,0,0.9645934045,0.2637414717,
1544591937.80857,-6.8979684306,9.8581306147,0,0,0,0.9710992698,0.2386759479,
1544591938.36765,-7.1433820456,9.9778261204,0,0,0,0.9713869779,0.237502293,
1544591938.92012,-7.3924627715,10.0930231937,0,0,0,0.9708773569,0.2395770395,
1544591939.63291,-7.628181141,10.2200883377,0,0,0,0.9656448042,0.2598655655,
1544591940.74416,-7.8574428883,10.3609300349,0,0,0,0.9539144558,0.3000786747,
1544591947.71521,-7.9246981347,10.4048444949,0,0,0,0.9820746973,0.1884921453,
1544591948.10833,-7.9231004993,10.3840693991,0,0,0,0.9977080945,0.0676650445,
1544591948.42762,-7.9250574243,10.35552991,0,0,0,-0.9991084071,0.0422183707,
1544591948.74075,-7.9199069824,10.3331500486,0,0,0,-0.9889644441,0.1481530573,
1544591949.1401,-7.923515309,10.3107872287,0,0,0,-0.9642168529,0.2651148063,
1544591949.5331,-7.9965411959,10.2438402834,0,0,0,-0.9282812168,0.3718789892,
1544591949.93236,-8.1033427142,10.0929276497,0,0,0,-0.8807917893,0.4735037739,
1544591950.32519,-8.175873474,9.9331000409,0,0,0,-0.8250870672,0.5650056031,
1544591950.72477,-8.2181852002,9.7614922114,0,0,0,-0.7602158062,0.6496706304,
1544591951.11772,-8.2253535068,9.5849853656,0,0,0,-0.6867738775,0.7268711311,
1544591951.51702,-8.1984057551,9.4037943105,0,0,0,-0.6046734173,0.7964735139,
1544591951.90987,-8.1352142743,9.243764144,0,0,0,-0.5177734462,0.8555177721,
1544591952.38898,-8.0099566122,9.0617678574,0,0,0,-0.4200665655,0.907493295,
1544591952.9417,-7.8094132855,8.8672358986,0,0,0,-0.3490644331,0.9370987256,
1544591953.50092,-7.5921855862,8.6811502292,0,0,0,-0.3410750441,0.9400360708,
1544591954.05325,-7.3877733126,8.5019394171,0,0,0,-0.3545519611,0.9350363131,
1544591954.61244,-7.1868724377,8.3072673475,0,0,0,-0.3950476681,0.9186606228,
1544591955.16496,-7.0054532829,8.0918665426,0,0,0,-0.4312703832,0.9022227311,
1544591955.71778,-6.8469237133,7.8741846479,0,0,0,-0.4621583515,0.8867974166,
1544591956.27039,-6.6952592577,7.6410274825,0,0,0,-0.4802149538,0.8771508411,
1544591956.82924,-6.5525387322,7.4096608914,0,0,0,-0.4892604932,0.8721377012,
1544591957.38233,-6.4174602041,7.1670709198,0,0,0,-0.4999406416,0.8660596717,
1544591957.93499,-6.277801571,6.9244211797,0,0,0,-0.5058498721,0.8626215317,
1544591958.49375,-6.1470275065,6.6763038881,0,0,0,-0.510582053,0.8598290337,
1544591959.04652,-6.0127328915,6.4266233969,0,0,0,-0.5117244311,0.8591496416,
1544591959.59929,-5.8857454557,6.1905141947,0,0,0,-0.512136046,0.858904343,
1544591960.15858,-5.7498240931,5.9374175827,0,0,0,-0.5115303703,0.8592651979,
1544591960.71089,-5.6153865502,5.6885986091,0,0,0,-0.5109074169,0.8596357434,
1544591961.26366,-5.4838688643,5.4419062835,0,0,0,-0.5123945138,0.8587501745,
1544591961.82269,-5.3487915825,5.1969116745,0,0,0,-0.5123174157,0.8587961723,
1544591962.37534,-5.212099204,4.9518893423,0,0,0,-0.5130490262,0.8583593051,
1544591962.92809,-5.0781665042,4.7104733773,0,0,0,-0.5162155997,0.8564586707,
1544591963.72034,-4.9528907886,4.4776528267,0,0,0,-0.5143858032,0.8575588875,
1544591964.82619,-4.8113306417,4.2406597489,0,0,0,-0.4957921507,0.8684412146,
1544591965.93739,-4.7814114466,4.1892661343,0,0,0,-0.5927990273,0.8053504289,
1544591966.257,-4.7861367827,4.1849297481,0,0,0,-0.6757216708,0.7371568515,
1544591966.5762,-4.7993872376,4.1729329205,0,0,0,-0.75096035,0.660347297,
1544591966.96943,-4.8169965292,4.1183652647,0,0,0,-0.8199260988,0.5724693813,
1544591967.36839,-4.8976473674,3.9578978859,0,0,0,-0.8778698336,0.4788993163,
1544591967.76159,-5.0085697768,3.8212194238,0,0,0,-0.9261619957,0.3771259177,
1544591968.16094,-5.1485680911,3.7176633384,0,0,0,-0.9627895076,0.2702524081,
1544591968.63369,-5.3558172932,3.6214693168,0,0,0,-0.9861670997,0.1657541899,
1544591969.26647,-5.6610108964,3.5452745176,0,0,0,-0.9966136246,0.0822270231,
1544591969.97881,-6.0157392082,3.5006300307,0,0,0,-0.9984287261,0.0560364076,
1544591970.69128,-6.3593651414,3.4614416361,0,0,0,-0.998612177,0.0526661178,
1544591971.56352,-6.70340425,3.4236643858,0,0,0,-0.9984487313,0.0556788197,
1544591973.22156,-7.0062906368,3.3704518663,0,0,0,-0.9861035851,0.1661316328,
1544591973.54104,-7.0108127629,3.3641840557,0,0,0,-0.9628787704,0.2699342021,
1544591973.93411,-7.0145102015,3.3542612965,0,0,0,-0.928533172,0.3712494425,
1544591979.32737,-7.0122871021,3.3455379133,0,0,0,-0.879669054,0.4755863281,
1544591979.63964,-7.0126669317,3.3456735161,0,0,0,-0.8260463974,0.5636021198,
1544591980.03342,-7.0089142247,3.3436189352,0,0,0,-0.7495717725,0.6619230755,
1544591980.3524,-7.005516511,3.3422007089,0,0,0,-0.6773142137,0.7356938602,
1544591980.75184,-7.0047522092,3.3240835,0,0,0,-0.5852995402,0.8108171485,
1544591981.22612,-6.9258360911,3.1515143512,0,0,0,-0.4832884303,0.8754611888,
1544591981.61774,-6.8272588838,3.0171987415,0,0,0,-0.3864107031,0.9223268231,
1544591982.01664,-6.7399893485,2.9418441759,0,0,0,-0.28113897,0.959667067,
1544591982.56963,-6.6087863072,2.8779383712,0,0,0,-0.1742333683,0.9847043888,
1544591983.28163,-6.4344415145,2.8346128267,0,0,0,-0.0672008542,0.9977394676,
1544591983.76096,-6.3149369256,2.8381247768,0,0,0,0.0417223045,0.9991292455,
1544591984.87284,-5.9534805408,2.8998138476,0,0,0,0.0514898358,0.9986735186,
1544591997.78221,-5.7075654693,2.9026833458,0,0,0,-0.0484776165,0.9988242692,
1544592001.82371,-5.5006297286,2.857314248,0,0,0,-0.1626575315,0.986682587,
1544592003.16979,-5.231053991,2.7482534343,0,0,0,-0.2107883527,0.9775317234,
1544592003.72114,-5.0017803962,2.6289925099,0,0,0,-0.2485378149,0.9686221939,
1544592004.43962,-4.7684285634,2.5011148258,0,0,0,-0.2519159757,0.9677491107,
1544592004.99277,-4.5179539746,2.3695566695,0,0,0,-0.2511427188,0.9679500683,
1544592005.54531,-4.2827637762,2.2369162276,0,0,0,-0.2587374281,0.9659476918,
1544592006.09811,-4.0459431839,2.0956152897,0,0,0,-0.2847674772,0.9585966221,
1544592006.65111,-3.8239194084,1.944391737,0,0,0,-0.3259854273,0.945374794,
1544592007.20956,-3.6112721567,1.7610026715,0,0,0,-0.378638558,0.9255446193,
1544592007.76262,-3.4351448544,1.555735356,0,0,0,-0.4419150014,0.8970569277,
